20.9283,0595,0521,None,None
20.9361,0596,0523,None,None
20.9442,0599,0527,None,None
20.9469,0601,0529,None,None
20.9540,0604,0532,None,None
20.9620,0607,0537,None,None
20.9641,0608,0538,None,None
20.9721,0611,0541,None,None
20.9746,0612,0542,None,None
20.9821,0614,0543,None,None
20.9840,0615,0544,None,None
20.9920,0617,0546,None,None
21.0104,0618,0547,None,None
21.0125,0619,0548,None,None
21.0148,0622,0551,None,None
21.0218,0624,0554,None,None
21.0290,0626,0556,None,None
21.0452,0627,0557,None,None
21.0857,0628,0558,None,None
21.1892,0629,0558,None,None
21.2051,0629,0557,None,None
21.2140,0629,0555,None,None
21.2220,0629,0553,None,None
21.2302,0629,0551,None,None
21.2382,0630,0549,None,None
21.2462,0630,0548,None,None
21.2548,0631,0547,None,None
21.2620,0631,0546,None,None
21.2702,0631,0545,None,None
21.2780,0632,0544,None,None
21.3020,0632,0543,None,None
21.3902,0632,0542,None,None
21.4630,0632,0541,None,None
21.4709,0632,0540,None,None
21.4872,0632,0538,None,None
21.5953,0632,0538,left,pressed
21.6953,0632,0538,left,released
22.9252,0633,0538,None,None
23.0702,0632,0538,None,None
23.1422,0631,0538,None,None
23.9302,0630,0538,None,None
23.9540,0629,0539,None,None
23.9624,0628,0540,None,None
23.9782,0627,0541,None,None
23.9862,0626,0542,None,None
23.9941,0625,0542,None,None
24.0022,0623,0543,None,None
24.0102,0620,0544,None,None
24.0180,0619,0544,None,None
24.0262,0618,0544,None,None
24.0342,0616,0544,None,None
24.0421,0614,0544,None,None
24.0502,0612,0544,None,None
24.0662,0611,0544,None,None
24.0751,0608,0542,None,None
24.0837,0607,0541,None,None
24.0911,0607,0540,None,None
24.0992,0607,0538,None,None
24.1072,0607,0536,None,None
24.1156,0607,0534,None,None
24.1233,0607,0532,None,None
24.1313,0607,0530,None,None
24.1390,0607,0529,None,None
24.1477,0607,0528,None,None
24.1955,0607,0527,None,None
24.2031,0606,0527,None,None
24.2110,0603,0527,None,None
24.2192,0600,0528,None,None
24.2271,0597,0528,None,None
24.2352,0593,0528,None,None
24.2431,0592,0528,None,None
24.2511,0590,0528,None,None
24.2594,0587,0528,None,None
24.2671,0584,0528,None,None
24.2751,0581,0528,None,None
24.2831,0576,0529,None,None
24.2852,0573,0529,None,None
24.2933,0568,0530,None,None
24.2951,0567,0530,None,None
24.3040,0565,0530,None,None
24.3121,0561,0530,None,None
24.3303,0560,0530,None,None
24.3318,0557,0530,None,None
24.3329,0554,0530,None,None
24.3400,0550,0530,None,None
24.3482,0547,0530,None,None
24.3562,0544,0530,None,None
24.3642,0542,0530,None,None
24.3722,0540,0530,None,None
24.3802,0538,0530,None,None
24.3881,0536,0530,None,None
24.3962,0535,0530,None,None
24.4040,0534,0530,None,None
24.4126,0533,0530,None,None
24.4202,0532,0530,None,None
24.4281,0530,0530,None,None
24.4362,0529,0531,None,None
24.4449,0528,0531,None,None
24.4523,0527,0531,None,None
24.4602,0526,0531,None,None
24.4680,0525,0531,None,None
24.4842,0524,0531,None,None
24.5251,0523,0531,None,None
24.6051,0521,0531,None,None
24.6852,0520,0531,None,None
24.7342,0519,0531,None,None
24.7427,0518,0531,None,None
25.0719,0518,0531,left,pressed
25.1714,0518,0531,left,released
25.2162,0518,0532,None,None
25.2247,0518,0533,None,None
25.2321,0518,0534,None,None
25.2401,0518,0535,None,None
25.2482,0518,0536,None,None
25.2562,0519,0538,None,None
25.2640,0520,0540,None,None
25.2720,0522,0542,None,None
25.2884,0522,0543,None,None
25.2961,0523,0545,None,None
25.3043,0524,0548,None,None
25.3236,0524,0550,None,None
25.3258,0524,0553,None,None
25.3282,0524,0556,None,None
25.3360,0524,0559,None,None
25.3440,0524,0562,None,None
25.3520,0524,0565,None,None
25.3601,0524,0567,None,None
25.3680,0524,0569,None,None
25.3772,0524,0571,None,None
25.3850,0524,0573,None,None
25.3931,0524,0574,None,None
25.4092,0524,0575,None,None
25.5772,0524,0576,None,None
25.7142,0524,0575,None,None
25.7221,0524,0574,None,None
25.7384,0525,0573,None,None
25.7462,0525,0572,None,None
25.7541,0525,0570,None,None
25.7701,0525,0569,None,None
25.7862,0525,0568,None,None
25.8022,0525,0567,None,None
26.2366,0525,0567,left,pressed
26.3366,0525,0567,left,released
26.3411,0525,0566,None,None
26.4702,0526,0565,None,None
26.4862,0527,0565,None,None
26.4942,0528,0565,None,None
26.5022,0530,0565,None,None
26.5100,0532,0565,None,None
26.5183,0535,0565,None,None
26.5261,0538,0565,None,None
26.5342,0542,0566,None,None
26.5420,0545,0566,None,None
26.5502,0546,0566,None,None
26.5582,0547,0566,None,None
26.5662,0548,0566,None,None
26.6792,0549,0566,None,None
26.6871,0550,0566,None,None
26.7032,0551,0566,None,None
26.7192,0552,0566,None,None
26.8312,0553,0565,None,None
26.8472,0553,0564,None,None
26.8551,0552,0563,None,None
26.8712,0551,0562,None,None
26.8791,0550,0562,None,None
26.8965,0548,0561,None,None
26.9201,0547,0560,None,None
26.9604,0546,0559,None,None
26.9681,0545,0558,None,None
26.9842,0544,0558,None,None
26.9922,0543,0557,None,None
27.0002,0542,0556,None,None
27.0162,0541,0555,None,None
27.0322,0540,0554,None,None
27.0562,0539,0553,None,None
27.0802,0538,0553,None,None
27.2492,0537,0553,None,None
27.3052,0538,0553,None,None
27.3132,0540,0554,None,None
27.3211,0543,0554,None,None
27.3291,0546,0555,None,None
27.3373,0551,0556,None,None
27.3397,0556,0556,None,None
27.3409,0560,0557,None,None
27.3501,0565,0557,None,None
27.3526,0569,0557,None,None
27.3600,0574,0557,None,None
27.3619,0577,0557,None,None
27.3700,0582,0557,None,None
27.3719,0585,0557,None,None
27.3802,0590,0557,None,None
27.3826,0594,0557,None,None
27.3901,0600,0557,None,None
27.3923,0605,0557,None,None
27.3939,0610,0557,None,None
27.4021,0615,0557,None,None
27.4050,0619,0557,None,None
27.4120,0622,0557,None,None
27.4202,0626,0557,None,None
27.4282,0629,0558,None,None
27.4362,0631,0558,None,None
27.6452,0632,0559,None,None
27.6692,0632,0560,None,None
27.9340,0632,0560,left,pressed
28.0341,0632,0560,left,released
28.3602,0632,0561,None,None
28.3841,0632,0560,None,None
28.3921,0632,0559,None,None
28.4001,0631,0558,None,None
28.4081,0631,0557,None,None
28.4160,0631,0556,None,None
28.4241,0631,0555,None,None
28.5850,0631,0554,None,None
28.6091,0631,0553,None,None
28.6335,0631,0552,None,None
28.6412,0631,0551,None,None
28.6572,0632,0550,None,None
28.6652,0633,0548,None,None
28.6731,0634,0547,None,None
28.6811,0635,0546,None,None
28.6892,0636,0545,None,None
28.6975,0637,0543,None,None
28.7145,0638,0541,None,None
28.7222,0639,0541,None,None
28.7301,0640,0540,None,None
28.7382,0641,0540,None,None
28.7462,0642,0539,None,None
28.7542,0643,0538,None,None
28.7621,0645,0537,None,None
28.7707,0647,0535,None,None
28.7781,0649,0533,None,None
28.7862,0651,0532,None,None
28.7942,0654,0530,None,None
28.8022,0658,0528,None,None
28.8103,0661,0526,None,None
28.8285,0665,0523,None,None
28.8305,0675,0515,None,None
28.8382,0680,0511,None,None
28.8402,0683,0508,None,None
28.8482,0687,0504,None,None
28.8505,0689,0500,None,None
28.8582,0692,0497,None,None
28.8664,0695,0493,None,None
28.8741,0698,0489,None,None
28.8822,0703,0484,None,None
28.8846,0704,0483,None,None
28.8920,0704,0481,None,None
28.9001,0705,0477,None,None
28.9082,0705,0476,None,None
29.1902,0706,0476,None,None
29.1981,0707,0477,None,None
29.2061,0707,0478,None,None
29.2142,0707,0479,None,None
29.2223,0707,0481,None,None
29.2302,0707,0483,None,None
29.2382,0707,0484,None,None
29.2461,0707,0485,None,None
29.2541,0707,0486,None,None
29.2620,0707,0487,None,None
29.2781,0707,0488,None,None
29.3260,0707,0489,None,None
29.4232,0707,0490,None,None
29.4311,0706,0490,None,None
29.4390,0705,0490,None,None
29.4470,0704,0489,None,None
29.4549,0701,0488,None,None
29.4630,0699,0487,None,None
29.4710,0696,0485,None,None
29.4790,0694,0483,None,None
29.4872,0692,0481,None,None
29.4952,0691,0478,None,None
29.5031,0690,0477,None,None
29.5112,0690,0475,None,None
29.5192,0689,0473,None,None
29.5272,0688,0470,None,None
29.5352,0688,0467,None,None
29.5431,0688,0464,None,None
29.5512,0687,0461,None,None
29.5590,0687,0458,None,None
29.5672,0686,0455,None,None
29.5751,0685,0452,None,None
29.5832,0684,0449,None,None
29.5922,0683,0445,None,None
29.6006,0682,0441,None,None
29.6081,0681,0437,None,None
29.6162,0680,0433,None,None
29.6242,0679,0429,None,None
29.6321,0678,0425,None,None
29.6401,0678,0424,None,None
29.6485,0677,0422,None,None
29.6562,0677,0420,None,None
29.6648,0676,0418,None,None
29.6720,0675,0416,None,None
29.6801,0674,0413,None,None
29.6881,0673,0410,None,None
29.6968,0672,0407,None,None
29.7040,0671,0405,None,None
29.7122,0669,0402,None,None
29.7202,0667,0399,None,None
29.7286,0666,0398,None,None
29.7361,0664,0397,None,None
29.7442,0661,0395,None,None
29.7522,0658,0394,None,None
29.7600,0655,0393,None,None
29.7680,0651,0391,None,None
29.7760,0648,0390,None,None
29.7842,0644,0389,None,None
29.7921,0640,0388,None,None
29.8002,0636,0386,None,None
29.8082,0631,0385,None,None
29.8162,0626,0384,None,None
29.8200,0625,0383,None,None
29.8293,0623,0382,None,None
29.8372,0622,0381,None,None
29.8452,0621,0381,None,None
29.8531,0620,0381,None,None
29.8613,0619,0380,None,None
29.9013,0618,0380,None,None
29.9172,0617,0380,None,None
29.9251,0616,0380,None,None
29.9330,0615,0381,None,None
30.0135,0615,0381,left,pressed
30.1134,0615,0381,left,released
30.1581,0614,0382,None,None
30.1660,0614,0383,None,None
30.1740,0613,0384,None,None
30.1822,0610,0385,None,None
30.1902,0608,0387,None,None
30.1983,0606,0389,None,None
30.2062,0604,0392,None,None
30.2142,0603,0394,None,None
30.2222,0601,0396,None,None
30.2300,0599,0399,None,None
30.2382,0597,0402,None,None
30.2461,0596,0403,None,None
30.2543,0594,0404,None,None
30.2622,0593,0406,None,None
30.2712,0592,0407,None,None
30.2791,0592,0408,None,None
30.3032,0592,0409,None,None
30.3271,0592,0410,None,None
30.3352,0592,0411,None,None
30.3591,0592,0412,None,None
30.3677,0592,0413,None,None
30.3750,0591,0414,None,None
30.3910,0591,0415,None,None
30.4072,0590,0416,None,None
30.4150,0590,0417,None,None
30.4312,0590,0418,None,None
30.4391,0590,0419,None,None
30.4472,0589,0421,None,None
30.4552,0589,0422,None,None
30.4631,0588,0423,None,None
30.4712,0587,0424,None,None
30.4791,0586,0425,None,None
30.4882,0585,0427,None,None
30.5040,0584,0428,None,None
30.5204,0583,0429,None,None
30.6801,0582,0430,None,None
30.6967,0580,0430,None,None
30.7051,0578,0430,None,None
30.7132,0577,0429,None,None
30.7212,0576,0428,None,None
30.7292,0575,0426,None,None
30.7372,0574,0424,None,None
30.7452,0573,0423,None,None
30.7532,0573,0422,None,None
30.7611,0572,0420,None,None
30.7691,0571,0418,None,None
30.7853,0570,0417,None,None
30.8092,0570,0416,None,None
30.8252,0569,0415,None,None
30.8332,0569,0413,None,None
30.8411,0569,0410,None,None
30.8497,0569,0407,None,None
30.8570,0569,0404,None,None
30.8652,0569,0401,None,None
30.8732,0569,0398,None,None
30.8814,0570,0394,None,None
30.8857,0570,0393,None,None
30.8930,0570,0392,None,None
30.9012,0571,0389,None,None
30.9092,0572,0386,None,None
30.9171,0573,0384,None,None
30.9252,0574,0380,None,None
30.9342,0576,0377,None,None
30.9422,0577,0375,None,None
30.9502,0578,0372,None,None
30.9582,0578,0371,None,None
30.9661,0579,0370,None,None
30.9742,0579,0368,None,None
30.9822,0580,0366,None,None
30.9909,0581,0363,None,None
31.0062,0581,0362,None,None
31.0140,0581,0361,None,None
31.0220,0581,0360,None,None
31.3432,0581,0359,None,None
31.4480,0581,0358,None,None
31.4560,0582,0359,None,None
31.4639,0583,0360,None,None
31.4721,0584,0361,None,None
31.4801,0587,0364,None,None
31.4882,0591,0368,None,None
31.4920,0591,0369,None,None
31.5002,0593,0372,None,None
31.5021,0594,0373,None,None
31.5102,0595,0376,None,None
31.5120,0596,0379,None,None
31.5202,0597,0383,None,None
31.5229,0597,0384,None,None
31.5301,0598,0387,None,None
31.5340,0598,0388,None,None
31.5420,0598,0390,None,None
31.5500,0598,0392,None,None
31.5581,0598,0393,None,None
31.6062,0598,0394,None,None
31.6142,0598,0395,None,None
31.6222,0597,0396,None,None
31.6632,0595,0396,None,None
31.6872,0594,0396,None,None
31.6949,0593,0396,None,None
31.7032,0592,0396,None,None
31.7114,0591,0396,None,None
31.7191,0590,0396,None,None
31.7272,0588,0395,None,None
31.7352,0587,0393,None,None
31.7435,0585,0390,None,None
31.7511,0584,0388,None,None
31.7591,0582,0385,None,None
31.7672,0581,0381,None,None
31.7763,0580,0377,None,None
31.7831,0579,0374,None,None
31.7990,0579,0373,None,None
31.8070,0578,0371,None,None
31.8151,0578,0370,None,None
31.8231,0578,0369,None,None
31.8311,0577,0368,None,None
32.0162,0576,0368,None,None
32.0241,0575,0368,None,None
32.0401,0574,0369,None,None
32.0482,0573,0369,None,None
32.0640,0572,0369,None,None
32.0721,0571,0369,None,None
32.0802,0570,0369,None,None
32.0892,0569,0369,None,None
32.0970,0568,0369,None,None
32.1051,0567,0369,None,None
32.1132,0566,0369,None,None
32.1211,0564,0368,None,None
32.1290,0563,0368,None,None
32.1370,0562,0367,None,None
32.1450,0561,0365,None,None
32.1532,0560,0363,None,None
32.1617,0558,0362,None,None
32.1691,0556,0361,None,None
32.1772,0553,0360,None,None
32.2011,0552,0359,None,None
32.2333,0551,0359,None,None
32.2412,0550,0359,None,None
32.2491,0549,0360,None,None
32.2573,0549,0361,None,None
32.2651,0547,0364,None,None
32.2712,0547,0365,None,None
32.2790,0546,0366,None,None
32.2875,0544,0369,None,None
32.2951,0544,0370,None,None
32.3032,0543,0371,None,None
32.3112,0542,0372,None,None
32.3205,0541,0374,None,None
32.3281,0539,0376,None,None
32.3362,0537,0378,None,None
32.3521,0537,0379,None,None
32.3602,0536,0380,None,None
32.3680,0536,0381,None,None
32.3762,0536,0382,None,None
32.3841,0536,0383,None,None
32.3922,0536,0384,None,None
32.4001,0536,0385,None,None
32.4323,0536,0386,None,None
32.4482,0536,0387,None,None
32.6626,0536,0387,scroll,down
32.7334,0536,0387,scroll,down
32.7912,0536,0387,scroll,down
32.9443,0536,0387,scroll,up
32.9943,0536,0387,scroll,up
33.2216,0536,0387,scroll,down
33.2812,0536,0387,scroll,down
33.5572,0536,0388,None,None
33.5652,0537,0388,None,None
33.5731,0538,0387,None,None
33.5811,0540,0386,None,None
33.5892,0542,0384,None,None
33.5972,0545,0383,None,None
33.6050,0546,0382,None,None
33.6131,0547,0382,None,None
33.6211,0549,0381,None,None
33.6297,0549,0380,None,None
33.6381,0549,0379,None,None
33.6463,0550,0378,None,None
33.6622,0550,0377,None,None
33.7022,0550,0376,None,None
33.7105,0551,0375,None,None
33.7182,0552,0374,None,None
33.7263,0552,0372,None,None
33.7342,0553,0370,None,None
33.7427,0555,0369,None,None
33.7502,0557,0367,None,None
33.7584,0560,0366,None,None
33.7661,0563,0365,None,None
33.7741,0567,0363,None,None
33.7780,0568,0362,None,None
33.7864,0570,0362,None,None
33.7941,0573,0361,None,None
33.8028,0576,0360,None,None
33.8101,0579,0359,None,None
33.8183,0583,0357,None,None
33.8240,0583,0356,None,None
33.8325,0585,0355,None,None
33.8400,0586,0354,None,None
33.8482,0587,0354,None,None
33.8561,0588,0353,None,None
33.9053,0588,0352,None,None
33.9452,0588,0351,None,None
33.9772,0588,0349,None,None
33.9932,0587,0348,None,None
34.3624,0587,0348,left,pressed
